Input,Target,Prediction
on sky of people make power mighty riverbank storm fear,mighty storm on riverbank make people fear power of sky,mighty storm on riverbank make people fear power of sky
the make man throne seat to use adze king of,man use adze to make the seat throne of king,man use adze to make the seat throne of king
ba father horizon soul above of the like bird fly,soul ba of father fly above the horizon like bird,soul ba of father fly above the horizon like bird
the lotus clump and papyrus lake near plant water grow,lotus plant and papyrus clump grow near the lake water,lotus plant and papyrus clump grow near the lake water
eye negation authority of man can from the no hide,negation no man can hide from the eye of authority,negation no man can hide from the eye of authority
on with scroll seated woman leaf reed papyrus writing do,seated woman do writing on papyrus scroll with reed leaf,seated woman do writing on papyrus scroll with reed leaf
man to house the door adze fix bolt of use,man use adze to fix the door bolt of house,man use adze to fix the door bolt of house
lord board of game the play senet great every town,great lord of every town play the senet board game,great lord of every town play the senet board game
sweet from strength the give heart the to jar milk,sweet milk from the jar give strength to the heart,sweet milk from the jar give strength to the heart
sweet milk youth man jar old drink and from the,old man and youth drink sweet milk from the jar,old man and youth drink sweet milk from the jar
give sweet bread heart strength to loaf people the of,sweet loaf of bread give strength to the heart people,sweet loaf of bread give strength to the heart people
flows sky star underground west river life soul to (ba) become,river flows west underground life soul (ba) to become star sky,river flows west underground life soul (ba) to become star sky
fire force / storm become great fear to / power strength life man heart big,heart fear storm fire strength / force man life to become power great / big,heart fear storm fire strength / force man life to become power great / big
law of people mouth of hear writing and scribe do,scribe hear mouth of people and do writing of law,scribe hear mouth of people and do writing of law
the mother lotus give to in beautiful plant youth house,mother give beautiful lotus plant to the youth in house,mother give beautiful lotus plant to the youth in house
of give spirit to the life sweet ka bread loaf,sweet loaf of bread give life to the spirit ka,sweet loaf of bread give life to the spirit ka
of soul great mountain fly the ba above father the,soul ba of the father fly above the great mountain,soul ba of the father fly above the great mountain
give throne the king on great power town to the,king on the throne give power to the great town,king on the throne give power to the great town
father strength life teaches wisdom / path force youth,father teaches youth wisdom life path strength / force,father teaches youth wisdom life path strength / force
viper of animal side hide horned belly the rib in,horned viper hide in the side rib of animal belly,horned viper hide in the side rib of animal belly
/ road life town town city trade people leads,road leads town city / town people trade life,road leads town city / town people trade life
the town of writing on thing do brick scribe of,scribe of town do writing of the thing on brick,scribe of town do writing of the thing on brick
above desert hill god to youth birth beautiful great gives,great god gives birth to beautiful youth above desert hill,great god gives birth to beautiful youth above desert hill
in stay can with the basket spirit no negation handle,negation no spirit can stay in the basket with handle,negation no spirit can stay in the basket with handle
the bolt in near brick hide door the horned viper,horned viper hide in the brick near the door bolt,horned viper hide in the brick near the door bolt
hand for city king do town and great thing of,hand of king do great thing for city and town,hand of king do great thing for city and town
bird horizon fly swallow like to above star soul become,swallow bird fly above horizon like soul to become star,swallow bird fly above horizon like soul to become star
venerated of soul wind ba voice in father the hear,venerated father hear voice of soul ba in the wind,venerated father hear voice of soul ba in the wind
heart / pellet / peace people plows big satisfy grain force life (repeated) field man / / strength great,man plows (repeated) field grain / pellet life people peace / satisfy great / big strength / force heart,man plows (repeated) field grain / pellet life people peace / satisfy great / big strength / force heart
/ town (djed) great city / mighty stability power deity / temple throne god,god / deity great / mighty power stability (djed) throne temple city / town,god / deity great / mighty power stability (djed) throne temple city / town
found) / opens people road exists authority peace gate (or town is do power life,gate opens / exists (or is found) road town people do life peace authority power,gate opens / exists (or is found) road town people do life peace authority power
on animal belly ox and altar rib side stay of,animal belly and side rib of ox stay on altar,animal belly and side rib of ox stay on altar
fox king great on skins wear the seat three throne,great king wear three fox skins on the seat throne,great king wear three fox skins on the seat throne
authority king great above river of like mountain mighty become,mighty authority of king become great like mountain above river,mighty authority of king become great like mountain above river
and play senet board mother venerated father the in house,venerated father and mother play the senet board in house,venerated father and mother play the senet board in house
loaf hand altar offering to peace god bread / of gives temple give,hand gives to give loaf of bread offering temple god peace / altar,hand gives to give loaf of bread offering temple god peace / altar
the behind brick gate cobra and hide wall viper horned,horned viper and cobra hide behind the brick wall gate,horned viper and cobra hide behind the brick wall gate
of above lord ka spirit the desert hill the stay,spirit ka of the lord stay above the desert hill,spirit ka of the lord stay above the desert hill
quail swallow beautiful lotus and plant above the fly chick,quail chick and swallow fly above the beautiful lotus plant,quail chick and swallow fly above the beautiful lotus plant
man old authority path life people teaching wisdom,old man wisdom authority teaching people life path,old man wisdom authority teaching people life path
father of ka the the of spirit sees face mother,spirit ka of the father sees the face of mother,spirit ka of the father sees the face of mother
scribe authority knowledge power papyrus scroll writes book,scribe writes book papyrus scroll knowledge power authority,scribe writes book papyrus scroll knowledge power authority
speak drink feather mouth peace / authority heart truth (truth/maat) eat /,mouth eat / drink / speak truth feather (truth/maat) heart peace authority,mouth eat / drink / speak truth feather (truth/maat) heart peace authority
fly bird quail clump the chick to swallow and papyrus,quail chick and swallow bird fly to the papyrus clump,quail chick and swallow bird fly to the papyrus clump
life give lake the the animal to from water sweet,sweet water from the lake give life to the animal,sweet water from the lake give life to the animal
flax servant the hold of measure twisted to field hand,hand of servant hold twisted flax to measure the field,hand of servant hold twisted flax to measure the field
and city light give and sky to underground town star,star and sky give light to city and town underground,star and sky give light to city and town underground
stone mother youth to birth gives wall brick near the,mother gives birth to youth near the stone brick wall,mother gives birth to youth near the stone brick wall
life / town / heart / great people force strength mighty road city town river power,river road town city / town people life power strength / force heart great / mighty,river road town city / town people life power strength / force heart great / mighty
animal sweet the belly in jar milk give to strength,sweet milk in jar give strength to the animal belly,sweet milk in jar give strength to the animal belly
quail swallow chick and beautiful the above fly lotus plant,quail chick and swallow fly above the beautiful lotus plant,quail chick and swallow fly above the beautiful lotus plant
mighty temple power throne city stability great deity / town god (djed) / /,god / deity great / mighty power stability (djed) throne temple city / town,god / deity great / mighty power stability (djed) throne temple city / town
youth mother wall birth the to near brick gives stone,mother gives birth to youth near the stone brick wall,mother gives birth to youth near the stone brick wall
authority lord life with mighty power stay of the of,mighty power of authority stay with the lord of life,mighty power of authority stay with the lord of life
lord to people the of content peace give town every,lord of every town give peace content to the people,lord of every town give peace content to the people
negation man of the the hear no can snake voice,negation no man can hear the voice of the snake,negation no man can hear the voice of the snake
writing scribe of leaf reed to use do thing town,scribe of town use reed leaf to do writing thing,scribe of town use reed leaf to do writing thing
backbone mighty djed the king to land stability give of,mighty backbone of king give stability djed to the land,mighty backbone of king give stability djed to the land
hear seated heart behind man master gate all of of,master of all hear heart of seated man behind gate,master of all hear heart of seated man behind gate
hide horned the papyrus the viper water near clump in,horned viper hide in the papyrus clump near the water,horned viper hide in the papyrus clump near the water
gives the on throne law king birth great the to,great king on the throne gives birth to the law,great king on the throne gives birth to the law
face body soul west star / (ba) upon sky from emerge,soul (ba) emerge from body face / upon sky star west,soul (ba) emerge from body face / upon sky star west
and jar man milk woman old milk from drink sweet,old man and woman drink sweet milk from milk jar,old man and woman drink sweet milk from milk jar
crosses storm power sky fire fear destruction,storm crosses sky fire power fear destruction,storm crosses sky fire power fear destruction
rib altar and the stay animal belly offering on side,animal belly and side rib stay on the offering altar,animal belly and side rib stay on the offering altar
beautiful good authority book papyrus heart power life / / scribe peace thing scroll writing,papyrus scroll writing / scribe book thing authority power life heart peace beautiful / good,papyrus scroll writing / scribe book thing authority power life heart peace beautiful / good
voice the ba venerated the of bird father hear soul,venerated father hear the voice of the soul ba bird,venerated father hear the voice of the soul ba bird
of horizon to (ba) head soul star sky bird become life sees,head of bird sees sky horizon star life soul (ba) to become,head of bird sees sky horizon star life soul (ba) to become
hears of in from maat venerated truth feather temple father,venerated father hears truth from feather of maat in temple,venerated father hear truth from feather of maat in temple
the chisel adze and temple the stay near on stone,chisel and adze stay on the stone near the temple,chisel and adze stay on the stone near the temple
child joy gives birth loves / begets life mother,mother loves child gives birth / begets life joy,mother loves child gives birth / begets life joy
god milk of jar offering of altar servant on do,servant of god do offering of milk jar on altar,servant of god do offering of milk jar on altar
and wall behind viper horned hide cobra brick stone the,horned viper and cobra hide behind the stone brick wall,horned viper and cobra hide behind the stone brick wall
riverbank with of the field plows man old strength backbone,old man with backbone of strength plows the riverbank field,old man with backbone of strength plows the riverbank field
the of on servant stone the altar do king offering,servant of the king do offering on the stone altar,servant of the king do offering on the stone altar
/ is shelter heart / exists found) (or sweet satisfy reed house peace people good beautiful opens gate life /,reed shelter house gate opens / exists (or is found) people life peace / satisfy sweet heart beautiful / good,reed shelter house gate opens / exists (or is found) people life peace / satisfy sweet heart beautiful / good
storm people fear destruction city / fire town power,storm fire power destruction fear people city / town,storm fire power destruction fear people city / town
mouth thing writing of the people and hear do scribe,scribe hear mouth of the people and do writing thing,scribe hear mouth of the people and do writing thing
great hold the wall near rope vessel the tethering stone,tethering rope hold the vessel near the great stone wall,tethering rope hold the vessel near the great stone wall
negation spirit in can ka the see house no man,negation no man can see the spirit ka in house,negation no man can see the spirit ka in house
pellet harvest riverbank abundance grain life field / people,riverbank field grain / pellet harvest abundance life people,riverbank field grain / pellet harvest abundance life people
king milk conical servant loaf the to carry and jar,servant carry milk jar and conical loaf to the king,servant carry milk jar and conical loaf to the king
to bird use cut man ox of the adze head,man use adze to cut the head of bird ox,man use adze to cut the head of bird ox
the statue stay adze and ba soul chisel bird on,chisel and adze stay on the soul ba bird statue,chisel and adze stay on the soul ba bird statue
and house stay adze on the in chisel mat stool,chisel and adze stay on the stool mat in house,chisel and adze stay on the stool mat in house
plant woman lotus loves seated beautiful the in river the,seated woman loves the beautiful lotus plant in the river,seated woman loves the beautiful lotus plant in the river
mighty wall authority above the city lord of stay stone,mighty authority of lord stay above the city stone wall,mighty authority of lord stay above the city stone wall
water the lotus beautiful lake near plant grow the of,beautiful lotus plant grow near the water of the lake,beautiful lotus plant grow near the water of the lake
stay of mighty with lord bird head of authority the,mighty authority of lord stay with the head of bird,mighty authority of lord stay with the head of bird
give the seated temple light to god great in fire,great fire in temple give light to the seated god,great fire in temple give light to the seated god
make folded three skins to man beautiful fox cloth use,man use three fox skins to make beautiful folded cloth,man use three fox skins to make beautiful folded cloth
man the ka no can in house spirit see negation,negation no man can see the spirit ka in house,negation no man can see the spirit ka in house
plant to ripple river sweet water life the from give,sweet water from river ripple give life to the plant,sweet water from river ripple give life to the plant
old milk jar drink sweet the milk vessel from man,old man drink sweet milk from the milk jar vessel,old man drink sweet milk from the milk jar vessel
man soul behind god mountain ba of great old hears,old man hears soul ba of great god behind mountain,old man hears soul ba of great god behind mountain
seated peace the content give to heart people god of,seated god give peace content to the heart of people,seated god give peace content to the heart of people
bread jar god of loaf (give) loaf offering conical temple incense,offering loaf of bread conical loaf (give) jar incense temple god,offering loaf of bread conical loaf (give) jar incense temple god
scribe papyrus town do scroll writing on the beautiful of,scribe of town do writing on the beautiful papyrus scroll,scribe of town do writing on the beautiful papyrus scroll
to the fly hill desert the father ba soul of,soul ba of the father fly to the desert hill,soul ba of the father fly to the desert hill
shelter fly the to reed and chick bird quail swallow,quail chick and swallow bird fly to the reed shelter,quail chick and swallow bird fly to the reed shelter
god the truth heart in the of sees king seated,seated god sees the truth in the heart of king,seated god sees the truth in the heart of king
great senet peace heart big sweet / authority people board / content man power seated (satisfied) life,senet board seated man people life peace / content (satisfied) sweet heart great / big power authority,senet board seated man people life peace / content (satisfied) sweet heart great / big power authority
field plows grain of hoe and man becomes master with,man with hoe plows field and becomes master of grain,man with hoe plows field and becomes master of grain
the stone stay the and temple near adze on chisel,chisel and adze stay on the stone near the temple,chisel and adze stay on the stone near the temple
negation fear peace sweet good (no/not) / / man beautiful satisfy peace life woman heart content (satisfied) /,negation (no/not) fear heart peace / satisfy life sweet beautiful / good peace / content (satisfied) man woman,negation (no/not) fear heart peace / satisfy life sweet beautiful / good peace / content (satisfied) man woman
use backbone strength of stone man with on adze the,man with backbone of strength use adze on the stone,man with backbone of strength use adze on the stone
to father venerated give beautiful plant lotus the youth the,venerated father give the lotus plant to the beautiful youth,venerated father give the lotus plant to the beautiful youth
gate mother love content child bolt / door father life peace (satisfied) house,father mother love child life house gate door bolt peace / content (satisfied),father mother love child life house gate door bolt peace / content (satisfied)
pillar heart / life power great throne stability / people old big authority man (djed) grandfather,old man pillar / grandfather authority people life heart power great / big stability (djed) throne,old man pillar / grandfather authority people life heart power great / big stability (djed) throne
road father above riverbank of soul fly stone the ba,soul ba of father fly above the riverbank road stone,soul ba of father fly above the riverbank road stone
and sky town star to give and underground light city,star and sky give light to city and town underground,star and sky give light to city and town underground
can hear of negation voice snake man no the the,negation no man can hear the voice of the snake,negation no man can hear the voice of the snake
pillar stay in grandfather temple strong of the the gate,pillar grandfather stay strong in the gate of the temple,pillar grandfather stay strong in the gate of the temple
