Input,Target,Prediction
god heart hear people,god hear heart people,god hear heart people
fear man feel heart,man feel heart fear,man feel heart fear
altar peace bring man,man bring peace altar,man bring peace altar
bring reed leaf servant,servant bring reed leaf,servant bring reed leaf
woman loaf sweet eats,woman eats sweet loaf,woman eats sweet loaf
bring man loaf bread,man bring bread loaf,man bring bread loaf
guide soul father youth,father guide youth soul,father guide youth soul
sees town city king,king sees city town,king sees city town
finds senet youth board,youth finds senet board,youth finds senet board
west river god watch,god watch river west,god watch river west
basket handle man makes,man makes basket handle,man makes basket handle
guard river servant gate,servant guard river gate,servant guard river gate
rule god star sky,god rule star sky,god rule sky star
bring temple servant offering,servant bring offering temple,servant bring offering temple
temple gate servant guard,servant guard temple gate,servant guard temple gate
horizon lake woman see,woman see lake horizon,woman see lake horizon
scroll see woman papyrus,woman see papyrus scroll,woman see papyrus scroll
man sky owl see,man see owl sky,man see owl sky
grain bring pellet servant,servant bring grain pellet,servant bring grain pellet
fill jar water servant,servant fill jar water,servant fill jar water
sweet peace woman feel,woman feel sweet peace,woman feel sweet peace
people city open door,people open city door,people open city door
soul hear god people,god hear people soul,god hear soul people
becomes man king great,man becomes great king,man becomes great king
gate strong becomes temple,temple gate becomes strong,temple gate becomes strong
king seat sees throne,king sees seat throne,king sees throne seat
riverbank cross people hill,people cross riverbank hill,people cross riverbank hill
youth mother love guide,mother guide youth love,mother guide youth love
father youth life hold,father hold youth life,father hold youth life
old cuts plant man,old man cuts plant,old man cuts plant
djed gives stability god,god gives stability djed,god gives stability djed
woman hold heart child,woman hold child heart,woman hold child heart
river becomes ripple water,water ripple becomes river,water ripple becomes river
scarab becomes god great,scarab becomes great god,scarab becomes great god
stone brick finds man,man finds stone brick,man finds stone brick
king servant guard seated,servant guard seated king,servant guard seated king
man offering bring sweet,man bring sweet offering,man bring sweet offering
above emerges desert snake,snake emerges above desert,snake emerges above desert
reed servant shelter clean,servant clean reed shelter,servant clean reed shelter
leaf reed finds hand,hand finds reed leaf,hand finds reed leaf
flax makes twisted scribe,scribe makes twisted flax,scribe makes twisted flax
woman lake sky see,woman see lake sky,woman see lake sky
carry leaf reed woman,woman carry reed leaf,woman carry reed leaf
mighty people storm fear,people fear mighty storm,people fear mighty storm
horizon great god makes,god makes great horizon,god makes great horizon
road people walk mountain,people walk mountain road,people walk mountain road
sees youth desert hare,youth sees desert hare,youth sees desert hare
finds bolt door youth,youth finds door bolt,youth finds door bolt
temple stone build people,people build stone temple,people build stone temple
mouth finds grain pellet,mouth finds grain pellet,mouth finds grain pellet
west swallow see woman,woman see swallow west,woman see swallow west
open people river gate,people open river gate,people open river gate
god rule sky throne,god rule throne sky,god rule throne sky
sees face woman beautiful,woman sees beautiful face,woman sees beautiful face
finds pellet grain mouth,mouth finds grain pellet,mouth finds grain pellet
bolt finds youth door,youth finds door bolt,youth finds door bolt
gives throne king great,king gives great throne,king gives great throne
man strong field plows,strong man plows field,strong man plows field
slope hill cross people,people cross hill slope,people cross hill slope
peace love people sweet,people love sweet peace,people love sweet peace
gate river servant open,servant open river gate,servant open river gate
servant pillar temple guard,servant guard temple pillar,servant guard temple pillar
bring vessel man milk,man bring milk vessel,man bring milk vessel
river drink man ripple,man drink river ripple,man drink river ripple
heart strength feel man,man feel heart strength,man feel heart strength
temple offering servant bring,servant bring offering temple,servant bring offering temple
walk people desert path,people walk desert path,people walk desert path
great fire becomes thing,fire becomes great thing,fire becomes great thing
man scarab become see,man see scarab become,man see scarab become
road riverbank walk people,people walk riverbank road,people walk riverbank road
people build town city,people build city town,people build city town
horizon see woman star,woman see star horizon,woman see star horizon
mother give heart sweet,mother give sweet heart,mother give sweet heart
people road desert cross,people cross desert road,people cross desert road
rocky hill youth climb,youth climb rocky hill,youth climb rocky hill
youth teach love father,father teach youth love,father teach youth love
carry papyrus woman scroll,woman carry papyrus scroll,woman carry papyrus scroll
finds brick stone man,man finds stone brick,man finds stone brick
life love sweet youth,youth love sweet life,youth love sweet life
man see mountain horizon,man see mountain horizon,man see mountain horizon
god people grant peace,god grant people peace,god grant people peace
makes scroll book scribe,scribe makes scroll book,scribe makes scroll book
people build pillar temple,people build temple pillar,people build temple pillar
god bless temple throne,god bless throne temple,god bless temple throne
city town people build,people build city town,people build city town
see stone snake man,man see snake stone,man see snake stone
woman water vessel carry,woman carry vessel water,woman carry vessel water
city god sky protect,god protect sky city,god protect sky city
basket servant bring lord,servant bring basket lord,servant bring basket lord
strength father hold youth,father hold youth strength,father hold youth strength
man star owl see,man see owl star,man see owl star
sky god people protect,god protect sky people,god protect sky people
god great people honor,people honor great god,people honor great god
ankh grant god life,god grant life ankh,god grant life ankh
ba soul people honor,people honor soul ba,people honor soul ba
shelter sees reed king,king sees reed shelter,king sees reed shelter
youth soul feel strong,youth feel strong soul,youth feel strong soul
mother youth soul hold,mother hold youth soul,mother hold youth soul
king makes stone throne,king makes stone throne,king makes stone throne
strong feel heart youth,youth feel strong heart,youth feel strong heart
man storm see river,man see storm river,man see storm river
loves woman man seated,woman loves seated man,man loves seated woman
flax twisted makes servant,servant makes twisted flax,servant makes twisted flax
bless seated king god,god bless seated king,god bless seated king
god mountain watch horizon,god watch mountain horizon,god watch mountain horizon
servant lake gate guard,servant guard lake gate,servant guard lake gate
hear people god soul,god hear people soul,god hear soul people
walk road west people,people walk west road,people walk west road
ba star sees soul,soul ba sees star,soul ba sees star
serve servant seated king,servant serve seated king,servant serve seated king
west see swallow woman,woman see swallow west,woman see swallow west
great sees god face,face sees great god,face sees great god
west man road sees,man sees road west,man sees road west
river people cross west,people cross west river,people cross river west
club brick strong cuts,strong club cuts brick,strong club cuts brick
man mighty fire hears,man hears mighty fire,man hears mighty fire
adze stone youth finds,youth finds stone adze,youth finds stone adze
woman carry jar milk,woman carry jar milk,woman carry milk jar
town house build people,people build house town,people build house town
gate house servant opens,servant opens house gate,servant opens house gate
rope servant bring coil,servant bring rope coil,servant bring rope coil
mother face youth hold,mother hold youth face,mother hold youth face
god hears fear great,god hears great fear,god hears great fear
horizon sees man star,man sees horizon star,man sees horizon star
sweet mouth speaks truth,mouth speaks sweet truth,mouth speaks sweet truth
soul youth mother guide,mother guide youth soul,mother guide youth soul
see swallow river woman,woman see swallow river,woman see swallow river
father hear storm wind,father hear wind storm,father hear wind storm
makes great temple king,king makes great temple,king makes great temple
open door people city,people open city door,people open city door
child woman heart hold,woman hold child heart,woman hold child heart
scribe makes stone brick,scribe makes stone brick,scribe makes stone brick
beautiful sees lake woman,woman sees beautiful lake,woman sees beautiful lake
people fear great snake,people fear great snake,people fear great snake
open door people city,people open city door,people open city door
clean stool servant stone,servant clean stone stool,servant clean stone stool
youth power hold mother,mother hold youth power,mother hold youth power
temple god bless throne,god bless throne temple,god bless temple throne
old man speaks truth,old man speaks truth,old man speaks truth
give mother youth soul,mother give youth soul,mother give youth soul
speak hears servant king,servant hears king speak,servant hears king speak
feel youth sweet soul,youth feel sweet soul,youth feel sweet soul
cuts stone adze plant,stone adze cuts plant,stone adze cuts plant
riverbank sees road father,father sees riverbank road,father sees riverbank road
servant makes loaf bread,servant makes loaf bread,servant makes loaf bread
lake see god horizon,god see lake horizon,god see lake horizon
god rule throne seat,god rule throne seat,god rule throne seat
bolt sees door youth,youth sees door bolt,youth sees door bolt
people grant life god,god grant people life,god grant people life
king hill desert sees,king sees desert hill,king sees desert hill
man sky see owl,man see owl sky,man see owl sky
sees quail chick owl,owl sees quail chick,owl sees quail chick
great finds peace heart,heart finds great peace,heart finds great peace
build temple city people,people build city temple,people build city temple
youth life give mother,mother give youth life,mother give youth life
people protect mountain god,god protect mountain people,god protect mountain people
jar woman fill water,woman fill water jar,woman fill jar water
basket carry woman grain,woman carry basket grain,woman carry basket grain
mountain walk people horizon,people walk mountain horizon,people walk mountain horizon
peace give mother youth,mother give youth peace,mother give youth peace
god father gives seated,father gives seated god,father gives seated god
city sees father great,father sees great city,father sees great city
man horizon see owl,man see owl horizon,man see owl horizon
sickle grain lift man,man lift sickle grain,man lift sickle grain
man feel heart strong,man feel strong heart,man feel strong heart
hill bird above emerges,bird emerges above hill,bird emerges above hill
youth heart give mother,mother give youth heart,mother give youth heart
people river cross west,people cross river west,people cross river west
riverbank people see god,god see riverbank people,god see riverbank people
sack grain lift man,man lift grain sack,man lift grain sack
gives ripple water hand,hand gives water ripple,hand gives water ripple
fire storm mighty becomes,mighty storm becomes fire,mighty storm becomes fire
protect gate temple god,god protect temple gate,god protect temple gate
honor people god seated,people honor seated god,people honor seated god
clean servant stone stool,servant clean stone stool,servant clean stone stool
horizon west woman see,woman see west horizon,woman see owl horizon
loaf man bring bread,man bring bread loaf,man bring bread loaf
carry milk woman vessel,woman carry milk vessel,woman carry milk vessel
storm wind hear woman,woman hear wind storm,woman hear wind storm
gate temple strong becomes,temple gate becomes strong,temple gate becomes strong
stone people temple build,people build stone temple,people build stone temple
youth guide mother love,mother guide youth love,mother guide youth love
power youth hold father,father hold youth power,father hold youth power
god hear heart people,god hear heart people,god hear heart people
woman feel life heart,woman feel heart life,woman feel heart life
old speaks truth man,old man speaks truth,old man speaks truth
rope river people cross,people cross rope river,people cross rope river
life sweet give mother,mother give sweet life,mother give sweet life
west walk riverbank people,people walk west riverbank,people walk riverbank west
people peace sweet seek,people seek sweet peace,people seek sweet peace
grain plant woman field,woman plant grain field,woman plant grain field
scroll carry woman papyrus,woman carry papyrus scroll,woman carry papyrus scroll
servant grain jar bring,servant bring grain jar,servant bring grain jar
god star watch sky,god watch star sky,god watch star sky
woman heart life hold,woman hold heart life,woman hold heart life
speak master scribe hears,master hears scribe speak,master hears scribe speak
sky hear woman swallow,woman hear swallow sky,woman hear swallow sky
soul god life grant,god grant soul life,god grant soul life
guard city town servant,servant guard city town,servant guard city town
sky owl man see,man see owl sky,man see owl sky
lake ripple man drink,man drink lake ripple,man drink lake ripple
road woman river walk,woman walk river road,woman walk river road
seat seated woman servant,servant seat seated woman,servant seat seated woman
king servant serve seated,servant serve seated king,servant serve seated king
horizon see lake woman,woman see lake horizon,woman see lake horizon
walk people road riverbank,people walk riverbank road,people walk riverbank road
father youth guide soul,father guide youth soul,father guide youth soul
god gives life soul,god gives life soul,god gives life soul
scribe stone brick makes,scribe makes stone brick,scribe makes stone brick
hear owl woman night,woman hear night owl,woman hear owl night
milk bring jar man,man bring milk jar,man bring milk jar
teach road youth father,father teach youth road,father teach youth road
give soul mother life,mother give soul life,mother give soul life
water ripple servant bring,servant bring water ripple,servant bring water ripple
lift brick man stone,man lift brick stone,man lift stone brick
desert mountain man see,man see desert mountain,man see desert mountain
becomes great peace heart,heart becomes great peace,heart becomes great peace
backbone man brick lift,man lift brick backbone,man lift backbone brick
servant makes flax twisted,servant makes twisted flax,servant makes twisted flax
grain pellet bring servant,servant bring grain pellet,servant bring grain pellet
finds heart sweet life,heart finds sweet life,heart finds sweet life
beautiful people god loves,god loves beautiful people,god loves beautiful people
gather papyrus scroll people,people gather papyrus scroll,people gather papyrus scroll
guard temple house servant,servant guard house temple,servant guard house temple
road mountain climb youth,youth climb mountain road,youth climb mountain road
shelter servant reed clean,servant clean reed shelter,servant clean reed shelter
seated god king bless,god bless seated king,god bless seated king
hold mother youth life,mother hold youth life,mother hold youth life
cloth folded makes mother,mother makes folded cloth,mother makes folded cloth
hold power mother youth,mother hold youth power,mother hold youth power
soul great god becomes,soul becomes great god,soul becomes great god
life god great bless,god bless great life,god bless great life
house guard servant gate,servant guard house gate,servant guard house gate
reed youth shelter sees,youth sees reed shelter,youth sees reed shelter
storm woman hear horizon,woman hear storm horizon,woman hear storm horizon
bring man milk vessel,man bring milk vessel,man bring milk vessel
sees scribe three skins,scribe sees three skins,scribe sees three skins
ripple water river becomes,water ripple becomes river,water ripple becomes river
man see stone cobra,man see cobra stone,man see cobra stone
teach soul youth father,father teach youth soul,father teach youth soul
makes mother cloth folded,mother makes folded cloth,mother makes folded cloth
man mighty fire hears,man hears mighty fire,man hears mighty fire
man sees road mountain,man sees mountain road,man sees mountain road
gate open servant reed,servant open reed gate,servant open reed gate
heart strong youth feel,youth feel strong heart,youth feel strong heart
king speak servant hears,servant hears king speak,servant hears king speak
temple servant house clean,servant clean house temple,servant clean house temple
ankh god gives life,god gives life ankh,god gives life ankh
feel force man strong,man feel strong force,man feel strong force
see riverbank people god,god see riverbank people,god see riverbank people
strong seek power youth,youth seek strong power,youth seek strong power
youth slope desert climb,youth climb desert slope,youth climb desert slope
sees horizon king beautiful,king sees beautiful horizon,king sees beautiful horizon
hold father soul youth,father hold youth soul,father hold youth soul
sees god man old,old man sees god,old man sees god
desert man sees hare,man sees desert hare,man sees desert hare
cross town people bridge,people cross town bridge,people cross town bridge
peace servant offering bring,servant bring peace offering,servant bring peace offering
road mother youth guide,mother guide youth road,mother guide youth road
milk carry woman jar,woman carry jar milk,woman carry milk jar
scroll finds papyrus scribe,scribe finds papyrus scroll,scribe finds papyrus scroll
altar bring woman lotus,woman bring lotus altar,woman bring lotus altar
woman plant field papyrus,woman plant papyrus field,woman plant papyrus field
desert follow man road,man follow desert road,man follow desert road
speaks man truth great,man speaks great truth,man speaks great truth
gives life soul god,god gives life soul,god gives life soul
seated king servant serve,servant serve seated king,servant serve seated king
guide youth mother life,mother guide youth life,mother guide youth life
old king hears man,old man hears king,old man hears king
people hill cross road,people cross hill road,people cross hill road
man finds door bolt,man finds door bolt,man finds door bolt
eats chick snake quail,snake eats quail chick,snake eats quail chick
flax man twisted follow,man follow twisted flax,man follow twisted flax
feel strength fire man,man feel fire strength,man feel fire strength
finds horizon star king,king finds horizon star,king finds horizon star
youth climb hill great,youth climb great hill,youth climb great hill
bring basket servant grain,servant bring grain basket,servant bring grain basket
stone scribe finds vessel,scribe finds stone vessel,scribe finds stone vessel
door finds scribe bolt,scribe finds door bolt,scribe finds door bolt
protect lake god town,god protect lake town,god protect lake town
plant field papyrus woman,woman plant papyrus field,woman plant papyrus field
honor maat people feather,people honor maat feather,people honor maat feather
god truth loves heart,god loves heart truth,god loves heart truth
house great makes king,king makes great house,king makes great house
beautiful sees scribe writing,scribe sees beautiful writing,scribe sees beautiful writing
animal sees belly man,man sees animal belly,man sees animal belly
big ripple becomes water,water ripple becomes big,water ripple becomes big
god town horizon watch,god watch horizon town,god watch town horizon
hears master storm mighty,master hears mighty storm,master hears mighty storm
people praise god temple,people praise god temple,people praise god temple
open bolt city servant,servant open city bolt,servant open city bolt
gives god heart life,god gives life heart,god gives life heart
man mountain horizon see,man see mountain horizon,man see mountain horizon
gives milk youth jar,youth gives milk jar,youth gives milk jar
guard pillar temple servant,servant guard temple pillar,servant guard temple pillar
mother father hear voice,father hear mother voice,father hear mother voice
god great becomes soul,soul becomes great god,soul becomes great god
watch gate temple god,god watch temple gate,god watch temple gate
milk offering servant bring,servant bring milk offering,servant bring milk offering
god rule seat throne,god rule throne seat,god rule throne seat
god sky city protect,god protect sky city,god protect sky city
stability djed god gives,god gives stability djed,god gives stability djed
father youth teach love,father teach youth love,father teach youth love
mountain finds youth great,youth finds great mountain,youth finds great mountain
mother spirit hold youth,mother hold youth spirit,mother hold youth spirit
field plows hill servant,servant plows hill field,servant plows hill field
great god gives life,god gives great life,god gives great life
people protect god river,god protect river people,god protect river people
heart loves beautiful life,heart loves beautiful life,heart loves beautiful life
man see cobra stone,man see cobra stone,man see cobra stone
carry jar water woman,woman carry jar water,woman carry water jar
carry grain vessel woman,woman carry vessel grain,woman carry vessel grain
night hear owl woman,woman hear night owl,woman hear owl night
servant pillar guard temple,servant guard temple pillar,servant guard temple pillar
emerges horned viper hill,horned viper emerges hill,horned viper emerges hill
mountain path walk people,people walk mountain path,people walk mountain path
people lake cross river,people cross lake river,people cross lake river
beautiful truth loves heart,heart loves beautiful truth,heart loves beautiful truth
soul sees star ba,soul ba sees star,soul ba sees star
sees riverbank great scribe,scribe sees great riverbank,scribe sees great riverbank
peace father teach youth,father teach youth peace,father teach youth peace
reed father leaf makes,father makes reed leaf,father makes reed leaf
scribe flax twisted makes,scribe makes twisted flax,scribe makes twisted flax
god praise people power,people praise god power,people praise god power
carry servant brick stone,servant carry stone brick,servant carry stone brick
horizon god town watch,god watch horizon town,god watch horizon town
temple door servant guard,servant guard temple door,servant guard temple door
lake ripple drink man,man drink lake ripple,man drink lake ripple
voice servant hear god,god hear servant voice,god hear servant voice
bring flax servant twisted,servant bring twisted flax,servant bring twisted flax
king city sees beautiful,king sees beautiful city,king sees beautiful city
life feel youth heart,youth feel heart life,youth feel heart life
feel heart sweet woman,woman feel sweet heart,woman feel sweet heart
pillar god gives stability,god gives stability pillar,god gives stability pillar
woman river owl see,woman see owl river,woman see owl river
servant bread loaf makes,servant makes loaf bread,servant makes loaf bread
snake desert see man,man see snake desert,man see snake desert
beautiful youth mother sees,mother sees beautiful youth,mother sees beautiful youth
strong soul seek youth,youth seek strong soul,youth seek strong soul
man carry jar grain,man carry grain jar,man carry grain jar
west horizon walk people,people walk horizon west,people walk west horizon
youth give mother heart,mother give youth heart,mother give youth heart
servant riverbank gate guard,servant guard riverbank gate,servant guard riverbank gate
bread offering bring man,man bring bread offering,man bring bread offering
riverbank father road sees,father sees riverbank road,father sees riverbank road
people river gate open,people open river gate,people open river gate
god sees man heart,god sees man heart,god sees man heart
mouth beautiful truth speaks,mouth speaks beautiful truth,mouth speaks beautiful truth
temple people open gate,people open temple gate,people open temple gate
coil finds hand rope,hand finds coil rope,hand finds coil rope
great man stone finds,man finds great stone,man finds great stone
djed god gives stability,god gives stability djed,god gives stability djed
feel man strength fire,man feel fire strength,man feel fire strength
road town people cross,people cross town road,people cross town road
teach youth power father,father teach youth power,father teach youth power
power man feel heart,man feel heart power,man feel heart power
life heart sweet finds,heart finds sweet life,heart finds sweet life
lift stone man pillar,man lift stone pillar,man lift stone pillar
stability gives stone god,god gives stability stone,god gives stability stone
people house open gate,people open house gate,people open house gate
emerges snake hill slope,snake emerges hill slope,snake emerges hill slope
eats quail snake chick,snake eats quail chick,snake eats quail chick
give milk youth mother,mother give youth milk,mother give youth milk
people voice father hear,father hear people voice,father hear people voice
bring grain servant jar,servant bring grain jar,servant bring grain jar
sweet people life share,people share sweet life,people share sweet life
hill emerges bird above,bird emerges above hill,bird emerges above hill
see mountain man horizon,man see mountain horizon,man see mountain horizon
man horizon owl see,man see owl horizon,man see owl horizon
shelter reed servant open,servant open reed shelter,servant open reed shelter
people cross hill road,people cross hill road,people cross hill road
desert people road walk,people walk desert road,people walk desert road
seek strong youth power,youth seek strong power,youth seek strong power
mountain sky see woman,woman see mountain sky,woman see mountain sky
great god hears fear,god hears great fear,god hears great fear
father guide youth heart,father guide youth heart,father guide youth heart
god protect field town,god protect field town,god protect field town
servant field hoe plows,servant plows field hoe,servant plows field hoe
walk road people riverbank,people walk riverbank road,people walk riverbank road
fear storm mighty people,people fear mighty storm,people fear mighty storm
servant finds reed leaf,servant finds reed leaf,servant finds reed leaf
father peace hold youth,father hold youth peace,father hold youth peace
servant bolt open door,servant open door bolt,servant open door bolt
man god sees heart,god sees man heart,god sees man heart
god loves beautiful soul,god loves beautiful soul,god loves beautiful soul
man carry rope vessel,man carry rope vessel,man carry rope vessel
heart seek youth strong,youth seek strong heart,youth seek strong heart
master servant hears speak,servant hears master speak,servant hears master speak
honor people city god,people honor god city,people honor god city
stone man brick finds,man finds stone brick,man finds stone brick
lake watch horizon god,god watch lake horizon,god watch lake horizon
servant gate river open,servant open river gate,servant open river gate
servant shelter bring reed,servant bring reed shelter,servant bring reed shelter
see storm sky man,man see storm sky,man see storm sky
follow road man hill,man follow hill road,man follow hill road
